"Complaint #","Date","Address #","Street Name","Borough","Block","Lot","BIN","Postcode","Landmark Name","Work Reported","Action Taken","Status","Council District","Community Board","NTA","Latitude","Longitude"
"CMP-15-00116","08/20/2014","360","Macon Street","Brooklyn","1669","20","3046733","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Replacement of windows","No Warning Letter Issued","Closed","36","BK-03","Stuyvesant Heights","40.68259065687","-73.93644205558"
"CMP-15-00118","08/21/2014","160","Bleecker Street","Manhattan","525","7501","1083503","10012","South Village - Historic District","ongoing façade work without permits","No Warning Letter Issued","Closed","03","MN-02","West Village","40.72855830888","-73.99997474402"
"CMP-15-00117","08/21/2014","465","6th Avenue","Manhattan","607","47","1010582","10011","Greenwich Village - Historic District","Covered signband with plastic material without permits; added light fixtures","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73549154521","-73.99821385537"
"CMP-15-00119","08/21/2014","57","Laight Street","Manhattan","215","15","1002808","10013","Tribeca North - Historic District","Installation of a thruwall heater","No Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.72205835903","-74.00916702768"
"CMP-15-00120","08/21/2014","614","West 157th Street","Manhattan","2134","80","1063253","10032","Audubon Park - Historic District","Installation of signage at laundromat","Warning Letter Issued","Closed","07","MN-12","Washington Heights South","40.8344346628","-73.94575415822"
"CMP-15-00121","08/22/2014","391","Macon Street","Brooklyn","1664","62","3046388","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Removal of windows","Warning Letter Issued","Closed","36","BK-03","Stuyvesant Heights","40.6826453686","-73.93611029611"
"CMP-15-00122","08/22/2014","131","West 87th Street","Manhattan","1218","22","1032239","10024","Upper West Side/Central Park West - Historic District","Installation of temporary signage?","Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.7876055078","-73.97271018097"
"CMP-15-00124","08/23/2014","30","West 12th Street","Manhattan","575","38","1009575","10011","Greenwich Village - Historic District","Installation of non-clear glass in entry door","Warning Letter Issued","Closed","03","MN-02","West Village","40.73508250583","-73.99557616187"
"CMP-15-00123","08/23/2014","279","Adelphi Street","Brooklyn","2104","21","3059074","11205","Fort Greene - Historic District","painting stoop pink","Warning Letter Issued","Closed","35","BK-02","Fort Greene","40.68909046095","-73.97104132216"
"CMP-15-00128","08/25/2014","28","West 24th Street","Manhattan","825","17","1015579","10010","Ladies' Mile - Historic District","Installation of doors in noncompliance-metal; ramp, bulkhead","Warning Letter Issued","Closed","03","MN-05","Hudson Yards-Chelsea-Flatiron-Union Square","40.74264396276","-73.99016612799"
"CMP-15-00127","08/25/2014","314","Hicks Street","Brooklyn","260","57","3413985","11201","Brooklyn Heights - Historic District","Removal of ac unit at backyard, replacement of gate","No Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.69209136328","-73.99738563243"
"CMP-15-00125","08/25/2014","251","Church Street","Manhattan","174","11","1001891","10013","Tribeca East - Historic District","Installation of satellite dishes","Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.71786733958","-74.00562035853"
"CMP-15-00126","08/25/2014","118","East 7th Street","Manhattan","434","23","1005786","10009","East Village/Lower East Side - Historic District","Replacement of windows","Warning Letter Issued","Closed","02","MN-03","East Village","40.72637790621","-73.98433097917"
"CMP-15-00131","08/26/2014","619","Hudson street","Manhattan","625","10","1083087","10014","Greenwich Village - Historic District","Installation of windows in noncompliance","Warning Letter Issued","Closed","03","MN-02","West Village","40.73797267804","-74.00562927148"
"CMP-15-00129","08/26/2014","255","Bleecker Street","Manhattan","589","10","1010067","10014","Greenwich Village  Extension II - Historic District","Removal of canopy","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73110540504","-74.00291537347"
"CMP-15-00130","08/26/2014","148","Clinton Street","Brooklyn","267","27","3002580","11201","Brooklyn Heights - Historic District","painted rear extension in past 3 years","No Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.69201161204","-73.99351637617"
"CMP-15-00133","08/26/2014","162","West 75th Street","Manhattan","1146","160","1030110","10023","Upper West Side/Central Park West - Historic District","Installation of garbage enclosures","No Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.78036635567","-73.97977227146"
"CMP-15-00132","08/26/2014","874","Sterling Place","Brooklyn","1248","16","3031923","11216","Crown Heights North  II - Historic District","Interior renovation; replacement of windows and installation of rear deck","Warning Letter Issued","Closed","35","BK-08","Crown Heights North","40.67247710939","-73.94941875075"
"CMP-15-00134","08/27/2014","157","Montague Street","Brooklyn","243","8","3329457","11201","Brooklyn Heights - Historic District","Dust from construction site, work outside of scope of permits","No Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.69450384453","-73.99321321681"
"CMP-15-00135","08/27/2014","1992","Morris Avenue","bronx","2807","12","2007649","10453","Morris Avenue - Historic District","Building cemented shut","No Warning Letter Issued","Closed","14","BX-05","Mount Hope","40.85153694439","-73.90704517229"
"CMP-15-00136","08/28/2014","180","10th Avenue","Manhattan","718","7502","1088996","10011","Chelsea - Historic District","installation of exhaust vents and lights; vents removed-check lighting and bar in areaway","No Warning Letter Issued","Closed","03","MN-04","Hudson Yards-Chelsea-Flatiron-Union Square","40.74621518344","-74.00522937407"
"CMP-15-00138","08/28/2014","66","West 12th Street","Manhattan","575","17","1083136","10011","Greenwich Village - Historic District;  New School for Social Research - Interior Landmark","Damaging façade from removal of signage","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73574404081","-73.99713854938"
"CMP-15-00137","08/28/2014","41","Avenue A","Manhattan","430","10","1077953","10009","First Houses - Individual Landmark","Installation of HVAC at rear","No Warning Letter Issued","Closed","02","MN-03","East Village","40.72356740968","-73.98535623455"
"CMP-15-00139","08/29/2014","15","West 72nd Street","Manhattan","1125","24","1028636","10023","Upper West Side/Central Park West - Historic District","Wall knocked down and huge hole--at 30th floor","No Warning Letter Issued","Closed","06","MN-07","Lincoln Square","40.77670986731","-73.97710153327"
"CMP-15-00140","09/01/2014","81-05","37th Avenue","Queens","1281","38","4029691","11372","Jackson Heights - Historic District","Installation of signage","Warning Letter Issued","Closed","25","QN-03","Jackson Heights","40.74967673546","-73.88507407948"
"CMP-15-00141","09/02/2014","41","Charles Street","Manhattan","612","40","1010881","10014","Greenwich Village - Historic District","Stoop in noncompliance--too wide","No Warning Letter Issued","Closed","03","MN-02","West Village","40.7349700242","-74.00270265022"
"CMP-15-00143","09/03/2014","40","West 67th Street","Manhattan","1119","47","1028233","10023","Upper West Side/Central Park West - Historic District","Window and ac work","No Warning Letter Issued","Closed","06","MN-07","Lincoln Square","40.77353465692","-73.97949634313"
"CMP-15-00142","09/03/2014","688","6th Avenue","Manhattan","823","79","1015555","10010","Ladies' Mile - Historic District","alts to entrance doors,","Warning Letter Issued","Closed","03","MN-05","Hudson Yards-Chelsea-Flatiron-Union Square","40.74201015853","-73.99344294479"
"CMP-15-00146","09/04/2014","63","Spring Street","Manhattan","496","34","1007554","10012","SoHo-Cast Iron  Extension - Historic District","alts to sf and installation of signage","Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.72236061439","-73.9972437462"
"CMP-15-00144","09/04/2014","15","East 90th Street","Manhattan","1502","11","1046981","10128","15 East 90th Street House - Individual Landmark;  Expanded Carnegie Hill - Historic District","Painting portions of façade white","No Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.78378584067","-73.95782002166"
"CMP-15-00145","09/04/2014","750","Grand Concourse","bronx","2458","26","2002784","10451","Grand Concourse - Historic District","Repainting the fire escapes without permits","Warning Letter Issued","Closed","17","BX-04","East Concourse-Concourse Village","40.82289225883","-73.9246521464"
"CMP-15-00155","09/05/2014","741","Kelly Street","bronx","2701","49","2005443","10455","Longwood - Historic District","FTM","No Warning Letter Issued","Closed","17","BX-02","Longwood","40.81685107332","-73.8993947726"
"CMP-15-00158","09/05/2014","1991","Morris Avenue","bronx","2829","17","2007932","10453","Morris Avenue - Historic District","FTM","No Warning Letter Issued","Closed","14","BX-05","Mount Hope","40.85150405164","-73.90709943828"
"CMP-15-00148","09/05/2014","299","Alexander Avenue","bronx","2314","67","2000711","10454","Mott Haven - Historic District","ongoing work","Warning Letter Issued","Closed","08","BX-01","Mott Haven-Port Morris","40.81125988444","-73.92427155496"
"CMP-15-00153","09/05/2014","1180","Dean Street","Brooklyn","1212","36","3030325","11216","Crown Heights North - Historic District","Painting facades and stoops","No Warning Letter Issued","Closed","36","BK-08","Crown Heights North","40.67690769391","-73.95060871288"
"CMP-15-00160","09/05/2014","421","West 154th Street","Manhattan","2068","56","1061686","10032","Hamilton Heights/Sugar Hill Northwest - Historic District","Installation of awning above the front door, installation of slate roof tiles","Warning Letter Issued","Closed","07","MN-09","Hamilton Heights","40.8303789871","-73.94218369386"
"CMP-15-00150","09/05/2014","285","Alexander Avenue","bronx","2314","74","2000718","10454","Mott Haven - Historic District","conduit","Warning Letter Issued","Closed","08","BX-01","Mott Haven-Port Morris","40.81098280031","-73.9244741684"
"CMP-15-00149","09/05/2014","295","Alexander Avenue","bronx","2314","69","2000713","10454","Mott Haven - Historic District","ongoing work","Warning Letter Issued","Closed","08","BX-01","Mott Haven-Port Morris","40.81118032548","-73.92432944513"
"CMP-15-00159","09/05/2014","89","St. Marks Place","Staten Island","15","31","5000145","10301","St. George/New Brighton - Historic District","Removal of porch; installation of fence","Warning Letter Issued","Closed","49","SI-01","West New Brighton-New Brighton-St. George","40.64652531753","-74.08338642753"
"CMP-15-00154","09/05/2014","45","John Street","Manhattan","78","7508","1001199","10038",,"Wire exposed, lights hanging","No Warning Letter Issued","Closed","01","MN-01","Battery Park City-Lower Manhattan","40.70924041346","-74.00800021944"
"CMP-15-00151","09/05/2014","1166","Dean Street","Brooklyn","1212","29","3030318","11216","Crown Heights North - Historic District","Painting facades and stoops","No Warning Letter Issued","Closed","36","BK-08","Crown Heights North","40.67692982165","-73.95100526904"
"CMP-15-00152","09/05/2014","1172","Dean Street","Brooklyn","1212","32","3030321","11216","Crown Heights North - Historic District","Painting facades and stoops","Warning Letter Issued","Closed","36","BK-08","Crown Heights North","40.67691877028","-73.95083583256"
"CMP-15-00156","09/05/2014","292","Lafayette Street","Manhattan","510","37","1083082","10012","SoHo-Cast Iron  Extension - Historic District","Illegal ad being painted on the corner of Jersey Street, next to bess store","Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.72449873781","-73.99581858555"
"CMP-15-00147","09/05/2014","101","7th avenue south","Manhattan","591","19","1010186","10014","Greenwich Village - Historic District","Installation of signage in noncompliance","Warning Letter Issued","Closed","03","MN-02","West Village","40.73299653518","-74.00313555872"
"CMP-15-00157","09/05/2014","252","Lafayette Street","Manhattan","496","7","1007540","10012","SoHo-Cast Iron  Extension - Historic District","Illegal painted sign","Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.72306051713","-73.99683243946"
"CMP-15-00162","09/06/2014","37-24","79th Street","Queens","1289","18","4029921","11372","Jackson Heights - Historic District","Cemented side yards","Warning Letter Issued","Closed","25","QN-03","Jackson Heights","40.74911876021","-73.88704922752"
